,순위,mean,ISBN,상품명,저자,출판사,설명,관리분류,top_topic,topic_dist,topic_words
2554,29.0,30.5,9791186152225,쇼킹부동산 3 : 역전세대란,쇼킹부동산,SG연구소,외환위기 최악 부동산 급락 시작 공포 기회 잡 통화 긴축 시작 급등 대출 금리 셋값 급락 전세 시세 역전 난이 수도권 전역 자금 추가 확보 임대 급매 가격 하락 공포 상황 주택 셋값 안주 적극 아파트 매수 유 주택 아야 주택 구독 자의 부동산 유튜버 쇼킹 부동산 집필 서적 상황 주택 투자자 적극 분석 근거 제시,경제 경영,6,"[(6, 0.6840856671333313), (11, 0.15623682737350464), (12, 0.0833754912018776), (9, 0.02580852247774601)]",투자 돈 부동산 부자 주식
2555,71.0,65.0,9791186274637,"일상이 고고학, 나 혼자 경주 여행",황윤,책읽는고양이,박물관 황윤 전하 고고학 경주 경주 경주 마니아 경주 답사 여행기 국내 덕후 출신 역사학자 시각 내공 발품 스토리텔링 역사 호기심 황윤 스무 처음 경주 경주 자칭 신라 경주 마니아 사이 사서 반복 삼국사기 삼국유사 비롯 삼국 거의 자료 섭렵 소장 역사학자 발간 김유신 베다 삼국 통일 과정 문무대왕 웅대 포부 찬 변국 밀고 지략 전술 김유신 일생 역사 덕후 신라 탐구 자극 바,역사,3,"[(3, 0.32467037439346313), (13, 0.3233819603919983), (12, 0.16883574426174164), (5, 0.08833541721105576)]",역사 정치 대통령 중국 일본
2556,40.0,44.6,9791186274897,"일상이 고고학, 나 혼자 국립중앙박물관",황윤,책읽는고양이,스토리텔링 국립 중앙 박물관 주인공 금동 반가사유상 국립 중앙 박물관 사유 전시 금동 반가사유상 분과 만남 더욱 감상 탐구 안내서 박물관 마니아 역사 덕후 황윤 국립 중앙 박물관 스토리텔링 금 주제 관람 국립 중앙 박물관 주제 주인공 금동 반가사유상 이유 금 예술 불교 집약 체 사유 전시 금동 반가사유상 이기 반가사유상 단지 사유 공간 국한 음 사유 과정 페이지 금동 반가사유상 제대로 일종 준비 예의,역사,1,"[(1, 0.49473509192466736), (12, 0.2813073992729187), (13, 0.14767351746559143), (15, 0.03913985937833786)]",미술 작품 사진 예술 컬러
2557,29.0,28.2,9791186274910,박완서 마흔에 시작한 글쓰기,양혜원,책읽는고양이,업주 부로 마흔 등단 여성 박완서 박완서 글쓰기 의미 박완서 마흔 시작 글쓰기 여성학자 혜원 연구 박완서 박완서 글쓰기 란 과연 의미 인지 박완서 작품 통 전하 상처 치유 박완서 소설 키 워드 평등 연애 섹스 임신 트라우마 고통 독립 공감 연구 불안 희망이 교차 마흔 입 문자 위로 힘 실어 업주 부로 마흔 등단 박완서 글쓰기 란 과연 의미 가족 이외 개인 욕망 아내 엄마 초창 기적 칭 인터뷰 취미 박완서 글쓰기 전신 고통 동시 온전 나로 기적 도구,인문,5,"[(5, 0.36171025037765503), (15, 0.2659662663936615), (12, 0.12407632172107697), (9, 0.09719697386026382)]",인생 마음 감정 위로 경험
2558,47.0,47.0,9791186274927,"일상이 고고학, 나 혼자 전주 여행",황윤,책읽는고양이,이성계 견훤 스토리텔링 전혀 전주 전주 여행 코스 고고학 황윤 역시 스토리텔링 전주 여행 안내 고고학 혼자 전주 여행 전주 기반 후백제 세운 견훤 역시 전주 뿌리 조선 왕조 이성계 전주 기시감 역사 현장 옥 마을 기전 한정 아이템 기존 전주 여행 확장 공간 전주 지역 전주 고창 부안 남원 김제 논산 역사 백제 말기 통일 신라 고려 말기 조선 층 전주,역사,3,"[(3, 0.23614904284477234), (13, 0.23449471592903137), (12, 0.21678534150123596), (14, 0.18238283693790436)]",역사 정치 대통령 중국 일본
2559,54.0,54.0,9791186274989,"일상이 고고학, 나 혼자 강원도 여행",황윤,책읽는고양이,동해안 강원도 편의 판타지 고고학 여행 고고학 혼자 강원도 여행 경주 출발 동해안 여정 소장 역사학자 황윤 고고학 제기 스토리텔링 강원도 여행 선사 각각 유적 사이 존재 연관 추리 증명 쾌감 교과서 역사 역사 흥미 증폭 역사 덕후 판타스틱 고고학 여행 시작,역사,13,"[(13, 0.4047723710536957), (15, 0.12942174077033997), (3, 0.10436302423477173), (12, 0.08548665046691895)]",도시 서울 길 여행 음식
2560,22.0,26.3,9791186293898,실크로드 세계사,피터 프랭코판/이재황,책과함께,환기 중심 실크로드 고대 종교 탄생 현대 국제 정치 세계 언론 극찬 패러다임 세계사 중국 미국 실크로드 특정 지역 국한 옛이야기 세계 핵심 연결 연결 세계 실크로드 세계사 환기 기회 장대 역사 변화 과정 필독 근현대사 비중 현재 의미 강조 원제 고유명사 복수형 인 서유럽 중심 기존 관념 탈피 실크로드 지정학적 패러다임 동방 초점 세계사,역사,3,"[(3, 0.4849257171154022), (12, 0.34351176023483276), (11, 0.0678517073392868), (2, 0.06630536913871765)]",역사 정치 대통령 중국 일본
2561,48.0,48.0,9791186314050,나는 당신의 숙제가 아니에요,김성남,쌤스토리,특수교육 발달장애 관련 열정 연구 경험 철학 지식 바탕 발달장애 현상 발달장애 삶 사람 경험 현실 사람 현실 해결 대안 나름 컬럼 형식 깊이,유아,12,"[(12, 0.44824278354644775), (5, 0.28790611028671265), (11, 0.11951140314340591), (9, 0.07265245169401169)]",철학 의미 이해 교수 통찰
2562,43.0,43.0,9791186372074,"천천히, 스미는","버지니아 울프 등저/강경이,박지홍 편/강경이 역",봄날의책,능력 즐거움 햇볕 느낌 삶 형태 무아 지경 버지니아 울프 영미 산문 향연 현재 로부터 시절 세기 후반 세기 중반 창작 영어 산문 채집 보아 공감 어쩌면 사물 작품,에세이,11,"[(11, 0.27078622579574585), (4, 0.19168230891227722), (12, 0.16446731984615326), (5, 0.16433794796466827)]",사회 미래 변화 위기 코로나
2563,80.0,80.0,9791186440742,동네에서 만난 새,이치니치 잇슈/전선영/박진영,도서출판가지,종은 금방 동네 사계절 산책 관찰 입문 필명 종 탐조 진심 일본인 직접 관찰 국내 탐조 바이블 국립생물자원관 박진영 박사 특별 감수 동영상 누적 회수 탐조 전문 유튜버 덕후 추천 출퇴근 등하교 산책길 동네 자주 생태 조금 관심 생활 주변 발견 종 먹이 활동 구애 행동 집짓기 육아법 소리 몸짓 외 생태 우리나라 조류 분포 식생 일본 야생동물 조사원 직접 관찰 내용 구성,자연과학,9,"[(9, 0.34276527166366577), (13, 0.27408114075660706), (10, 0.12825463712215424), (12, 0.09210916608572006)]",시작 방법 처음 생활 마음
2564,49.0,58.0,9791186560129,미움받을 용기 2,기시미 이치로/고가 후미타케/전경아,인플루엔셜,겁 는가 스스로 용기 내지 인생 최대 역대 최 장기간 미움 용기 구체 현실 대답 전편 지도 미움 용기 나침반 그로 청년 역대 최 장기간 문화 파워 인 네이버 검색어 아들러 용기 열풍 미움 용기 미움 용기 용기 부작 완성 행복 길 제시 전작 행복 구체 방법 희망 찬 마음 철학자 서재 청년,인문,5,"[(5, 0.5990892052650452), (2, 0.14122983813285828), (12, 0.1260850727558136), (9, 0.046537309885025024)]",인생 마음 감정 위로 경험
2565,45.0,35.7,9791186560785,수학이 필요한 순간,김민형,인플루엔셜,한국인 옥스퍼드 대학 정교수 세계 수학자 김민형 교수 사고 능력 우주 탐구 총 강의 수학 현대 수학 대가 수학 세계 이해 상식 언어 설명 작업 우주 이해 법도 윤리 판단 수학 사고 바탕 음 매력 열,자연과학,12,"[(12, 0.500877320766449), (7, 0.347847580909729), (15, 0.06167794391512871), (8, 0.031076613813638687)]",철학 의미 이해 교수 통찰
2566,6.0,6.0,9791186573327,블러드본 아트웍스,소니인터렉티브엔터테인먼트/프롬소프트웨어,비엘북스,블러드 어둠 도시 액션 롤플레잉 게임 머드 코어 다크 소울 시리즈 프롬 소프트웨어 개발 소니 인터 렉티브 엔터테인먼트 독점 출시 블러드 아트웍 게임 블러드 세계관 아트웍 빅토리아 고딕 양식 스타일 스팀펑크 요소 가미 게임 배경 디자인 웅장 그로테스크 다크 판타지 스타일 세계관 그대로 볼 초반 게임 플레이 순서대로 주인공 캐릭터 디자인 컨셉 해당 지역별 배경 아트웍 후반 제공 등장 캐릭터 배경 아트웍 볼 게임 등장 각종 무기 아이템 트로피 리스트 소개 블러드 플레이 유저 볼거리 즐거움,예술,15,"[(15, 0.2622836232185364), (0, 0.21023422479629517), (14, 0.1570023000240326), (10, 0.1406819075345993)]",소설 작품 영화 문학 감독
2567,8.0,8.0,9791186573334,다크소울 III 디자인웍스,Gzbrain Inc.,비엘북스,다크 소울 디자인 웍스 게임 다크 소울 디자인 아트 집대성 아트 다크 소울 디자인 웍스 게임 시작 재의 묘소 컨셉 보스 군 불의 계승 제사장 란 성채 로스 릭 성 지역별 아트웍 보스 게임 등장 캐릭터 디자인 볼 제공 아리안 델 재 고리 도시 등장 배경 아트웍 보스 캐릭터 무기 아이템 소개 다크 소울 플랫폼 서비스 액션 롤플레잉 게임 프롬 소프트웨어 개발 반다이 남코 엔터테인먼트 코리아 국내 배급 담당,예술,10,"[(10, 0.41951361298561096), (12, 0.19715796411037445), (9, 0.08269976079463959), (2, 0.060018375515937805)]",유튜브 음악 기업 채널 클래식
2568,79.0,79.0,9791186602645,슬픈 세상의 기쁜 말,정혜윤,위고,얼마나 존재 얼마 남도 외딴 항구 어부 글자 할머니 시장 야채 장수 언니 테러 생존자 콜럼 바인 총기 사건 희생 기억 빛 발 사람 여름 침묵 기억 코로나 폭염 우울 슬픔 매 서로 간의 거리 확인 세계 정혜 윤 신작 침묵 낼 입 부제 단어,에세이,5,"[(5, 0.3019467294216156), (15, 0.16278432309627533), (4, 0.1358015090227127), (9, 0.11557609587907791)]",인생 마음 감정 위로 경험
2569,25.0,45.5,9791186602713,"아무튼, 노래",이슬아,위고,노래 점점 사람 노래방 장악 노래 이슬아 스스로 물음 몹시 일이 김연아 피겨스케이팅 우사인 볼트 육상 복희 요리 왕 노래 이슬아 왕 차폭 인지 운전자 두려움 다음 절로 모습 감탄 런가 노래 맞닥뜨릴 음악 삶 처음 기분 노래 보고,에세이,9,"[(9, 0.2753585875034332), (4, 0.2290903925895691), (5, 0.16433794796466827), (2, 0.08098477125167847)]",시작 방법 처음 생활 마음
2570,55.0,52.0,9791186639702,하고 싶은 대로 살아도 괜찮아,마설/윤정은,애플북스,꽃 인생 고담 함 내일 꽃 필 꽃 대로 테 꽃 꿈 인생 테 그게 삶 그동안 자기계발 글쓰기 강사 소통 윤정 신작 대로 사회 강요 고정관념 매몰 나로 살기 방법 여성 애 쓰기 누군가 휘 둘리 나로 살기 마음 짐 성숙 과정 마치 모습 때론 눈물 겹 때론,에세이,5,"[(5, 0.5948418974876404), (9, 0.1961137354373932), (1, 0.10638392716646194), (10, 0.04445376992225647)]",인생 마음 감정 위로 경험
2571,20.0,49.0,9791186647912,법인으로 투자할까 개인으로 투자할까,인아랑,진서원,아파트 투자 개인 법인 수익 차이 억이 주택 지역 기간 공시 대출 변수 법인 매수 부동산 개인 매수 부동산 각각 처 상황 손익 계산 명의 법인 만능 수익 창 수단 시작 현 시점 투자 법인 명의 장기 투자 개인 명의 활용 권유 개인 비 과세 일반 과세 혜택 누리 법인 단일 세율 혜택 위함 인 법인 설립 흑자 운영 비법 합법 절세 증여 법인 실무 필요 내용 감히 생략 꼭 지식 법인 운영 거 사람,경제 경영,6,"[(6, 0.41976258158683777), (11, 0.18815164268016815), (0, 0.11948806047439575), (10, 0.11923009902238846)]",투자 돈 부동산 부자 주식
2572,70.0,58.3,9791186710753,사용자를 사로잡는 UX/UI 실전 가이드,김성연(우디),루비페이퍼,사용자 디자인 디자이너 매력 설계 막 디자인 너머 사용자 고민 시작 주니어 활동 중인 시니어 사용자 디자인 주니어 이해 나무 숲 방법 기초 소양 시니어 급변 트렌드 소용돌이 인사이트,IT 모바일,9,"[(9, 0.2949981391429901), (0, 0.25643619894981384), (10, 0.2244368940591812), (8, 0.12855583429336548)]",시작 방법 처음 생활 마음
2573,71.0,71.0,9791186710937,원쌤의 리액트 퀵스타트 with 타입스크립트,원형섭,쌤즈,쌤 제대로 리액트 타입 스크립트 정적 데이터 형식 지원 타입 스크립트 언어 특성 개발 생산 성과 코드 안정 적용 타입 스크립트 개념 먼저 리액트 기능 요소 이유 설명 리액트 기초 유튜브 플레이 리스트 리액트 고급 기술 제대로 끝 리액트 추가 훅 기능,IT 모바일,0,"[(0, 0.6373706459999084), (10, 0.14746765792369843), (12, 0.0690014660358429), (14, 0.059428658336400986)]",학습 설명 이해 활용 기초
2574,24.0,42.8,9791186742662,메타버스 교육 프로젝트,변문경/김경한/박찬/이정훈,다빈치books,게더 타운 아바타 메타 버스 구축 플랫폼 공간 커스터 마이 인 이하 참여 공간 유지비 용이 장점 서비스 오픈 기간 게더 타운 기업가 조 정도 이유 메타 버스 보통 메타 버스 아바타 그래픽 게더 타운 그래픽 거리 멉니 대신 이미지 파일 업로드 공간 게더 타운 활용 교육 프로젝트 기획 학교 영재교육 교육 목적 행사 기획 도움 초등학생 대상 가상 전시 행사 사례 기획 실행 과정,사회 정치,0,"[(0, 0.2112046182155609), (10, 0.19194866716861725), (8, 0.17217865586280823), (7, 0.11532825231552124)]",학습 설명 이해 활용 기초
2575,6.0,39.8,9791186742723,메타버스 FOR 에듀테크,변문경/김병석/이정훈/박찬,다빈치books,게더 타운 이프 랜드 제페토 가상현실 코스 페이시스 교육 현장 활용 혁신 교육 에듀 테크 실현 실용 지침 가상현실 증강현실 거울 세계 라이프 깅 인공 지능 미래 인재 교육 행사 기획 활용 가이드 요즘 메타 버스 게더 타운 제페토 이프 랜드 이용 온라인 행사 학교 수업 기업 기관 대학 성과 홍보 학술 대회 성과 전시회 신제품 발표회 메타 버스 구축 성공 운영 게더 타운 제페토 이프 랜드 메타 버스 플랫폼 참여자 아바타 이용 상호작용 메타 버스 에듀 테크 메타 버스 가상현실 증강현실 거울 세계 라이프 깅 메타 버스 교육 기획 행사 기획 활용 가이드 기획,사회 정치,7,"[(7, 0.41359278559684753), (8, 0.2348252683877945), (10, 0.20791170001029968), (14, 0.055877428501844406)]",과학 수학 뇌 지능 지식
2576,45.0,47.5,9791186757093,자존감 수업,윤홍균,심플라이프,심리학 자존감 그대로 사람 추천 정신과 의사 윤 답장 선생 자존감 셀프 코칭 자존감 전문가 정신과 의사 윤홍균 원장 심혈 자존감 삶 영향 자존감 실질 방법 자존감 방법 사람 자존감 내면 불화 갈등 자존감,자기계발,5,"[(5, 0.6961140036582947), (12, 0.07798247039318085), (14, 0.06716369837522507), (11, 0.04030663147568703)]",인생 마음 감정 위로 경험
2577,25.0,25.0,9791186851654,낭송 세종실록,홍세미,북드라망,조선 기틀 조선 문화 마련 세종대왕 만남 조선 역사 낭송 낭송 시리즈 조선왕조 편의 세종대왕 부족함 노력 군주 세종 모습 집무 스타일 업적 당대 백성 이웃 외관 낭송 세종 만날 세종 준비 왕 조선 세자 왕 교육 체계 세종 자로 기간 고작 왕 교육 세종 단지 경서 역사 이해 독서 천성 세종 공부 덕후 대군 시절 눈병 지경,역사,12,"[(12, 0.4063624143600464), (3, 0.2754235565662384), (8, 0.1273638904094696), (11, 0.08880192786455154)]",철학 의미 이해 교수 통찰
